Cliente;Ativo Selecionado;Período;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Custo (Km/L);Custo (L/H);Deslocamentos
JANDAIA;TFP-8H93;01/09/2025 00:00:00 - 30/09/2025 23:59:59;88:47:55;81:50:46;06:57:09;476:33:14;2917,30;$ 0,00;$ 0,00;185
Cliente;Período;Ativo;Placa;Período;Status;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Origem;Destino;Custo (Km/L);Custo (L/H);Ponto de referência;Motorista
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;01/09/2025 18:08:59 - 01/09/2025 18:23:59;Ligado;00:15:00;00:14:12;00:00:48; - ;9.36;Jandaia -  GO -  Brasil;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;01/09/2025 18:23:59 - 01/09/2025 18:51:39;Desligado; - ; - ; - ;00:27:40; - ;Avenida Galdino A. de Sousa, 384, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;01/09/2025 18:51:39 - 01/09/2025 18:54:24;Ligado;00:02:45;00:00:00;00:02:45; - ;0.00;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;01/09/2025 18:54:24 - 02/09/2025 04:47:39;Desligado; - ; - ; - ;09:53:15; - ;Avenida Galdino A. de Sousa, 384, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 04:47:39 - 02/09/2025 05:25:44;Ligado;00:38:05;00:36:41;00:01:24; - ;16.54;Avenida Galdino A. de Sousa -  374 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 05:25:44 - 02/09/2025 05:28:56;Desligado; - ; - ; - ;00:03:12; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 05:28:56 - 02/09/2025 06:57:35;Ligado;01:28:39;01:23:52;00:04:47; - ;43.06;Jandaia -  GO -  Brasil;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 06:57:35 - 02/09/2025 06:58:49;Desligado; - ; - ; - ;00:01:14; - ;Avenida Galdino A. de Sousa, 384, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 06:58:49 - 02/09/2025 07:00:27;Ligado;00:01:38;00:00:00;00:01:38; - ;0.00;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;Avenida Galdino A. de Sousa -  384 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFP-8H93;TFP-8H93;02/09/2025 07:00:27 - 02/09/2025 10:41:25;Desligado; - ; - ; - ;03:40:58; - ;Avenida Galdino A. de Sousa, 384, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
