Cliente;Ativo Selecionado;Período;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Custo (Km/L);Custo (L/H);Deslocamentos
JANDAIA;TFW-5E13;01/09/2025 00:00:00 - 30/09/2025 23:59:59;52:09:06;44:37:03;07:32:03;499:33:45;2123,83;$ 0,00;$ 0,00;150
Cliente;Período;Ativo;Placa;Período;Status;Tempo total ligado;Tempo em movimento;Tempo ocioso;Tempo desligado;Odômetro (Km);Origem;Destino;Custo (Km/L);Custo (L/H);Ponto de referência;Motorista
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:07:11 - 01/09/2025 17:07:15;Ligado;00:00:04;00:00:00;00:00:04; - ;0.01;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:07:15 - 01/09/2025 17:11:18;Desligado; - ; - ; - ;00:04:03; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:11:18 - 01/09/2025 17:31:53;Ligado;00:20:35;00:19:56;00:00:39; - ;21.41;Jandaia -  GO -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:31:53 - 01/09/2025 17:31:54;Desligado; - ; - ; - ;00:00:01; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:31:54 - 01/09/2025 17:32:02;Ligado;00:00:08;00:00:00;00:00:08; - ;0.00;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:32:02 - 01/09/2025 17:38:33;Desligado; - ; - ; - ;00:06:31; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:38:33 - 01/09/2025 17:38:39;Ligado;00:00:06;00:00:00;00:00:06; - ;0.00;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:38:39 - 01/09/2025 17:44:45;Desligado; - ; - ; - ;00:06:06; - ;GO-408, Jandaia - GO, 75950-000, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:44:45 - 01/09/2025 17:55:31;Ligado;00:10:46;00:08:47;00:01:59; - ;8.15;GO-408 -  Jandaia - GO -  75950-000 -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 17:55:31 - 01/09/2025 18:19:32;Desligado; - ; - ; - ;00:24:01; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 18:19:32 - 01/09/2025 18:36:20;Ligado;00:16:48;00:16:37;00:00:11; - ;17.42;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;01/09/2025 18:36:20 - 02/09/2025 07:59:37;Desligado; - ; - ; - ;13:23:17; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 07:59:37 - 02/09/2025 08:01:37;Ligado;00:02:00;00:00:00;00:02:00; - ;0.00;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 08:01:37 - 02/09/2025 10:59:14;Desligado; - ; - ; - ;02:57:37; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 10:59:14 - 02/09/2025 11:59:03;Ligado;00:59:49;00:55:48;00:04:01; - ;50.35;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 11:59:03 - 02/09/2025 12:03:57;Desligado; - ; - ; - ;00:04:54; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 12:03:57 - 02/09/2025 12:30:58;Ligado;00:27:01;00:24:14;00:02:47; - ;11.28;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 12:30:58 - 02/09/2025 12:35:28;Desligado; - ; - ; - ;00:04:30; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 12:35:28 - 02/09/2025 13:03:23;Ligado;00:27:55;00:26:17;00:01:38; - ;17.41;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 13:03:23 - 02/09/2025 13:39:37;Desligado; - ; - ; - ;00:36:14; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 13:39:37 - 02/09/2025 13:45:36;Ligado;00:05:59;00:04:55;00:01:04; - ;2.39;Jandaia -  GO -  Brasil;Jandaia -  GO -  Brasil;$ 0,00;$ 0,00; - ;""
JANDAIA;01/09/2025 00:00:00 - 30/09/2025 23:59:59;TFW-5E13;TFW-5E13;02/09/2025 13:45:36 - 02/09/2025 16:59:40;Desligado; - ; - ; - ;03:14:04; - ;Jandaia, GO, Brasil; - ; - ; - ; - ; - 
